"code","name","high","low","close","volume","change_absolute","direction","change_percent","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"TECK","Teck Resources Ltd","27.55","26.83","26.90","2,932,200","-0.06","","0.22","","","7.17","0.93","2.91","0.77","0.79","1.26","3.94B","577.66M","15.72B","16.82 - 29.92"
"TEF","Telefonica S.A. ADR","4.345","4.250","4.310","2,714,500","0.160","","3.86","Public Utilities","Telecommunications Equipment","16.85","N/A","0.59","4.32","2.57","0.81","20.19B","5.12B","21.62B","3.89 - 5.17"
"TEI","Templeton Emerging Markets","7.150","7.070","7.140","149,300","-0.040","","0.56","Finance","Closed-End Fund - Foreign","N/A","N/A","0.93","N/A","N/A","N/A","N/A","N/A","N/A","7.15 - 8.23"
"TEL","Te Connectivity Ltd","159.0","155.7","157.1","1,393,300","-1.0","","0.62","Consumer Non-Durables","Electronic Components","18.99","2.08","4.71","1.82","3.43","2.41","2.80B","353.39M","56.67B","115.18 - 166.44"
"TEN","Tenneco Automotive","10.49","10.13","10.19","840,600","-0.07","","0.68","Capital Goods","Auto Parts:O.E.M.","11.38","0.91","5.14","1.53","5.66","0.39","630.00M","53.19M","579.77M","9.24 - 22.75"
"TEO","Telecom Argentina Stet France Telecom","5.140","4.990","5.010","35,700","-0.040","","0.79","Public Utilities","Telecommunications Equipment","18.97","1.22","1.75","N/A","4.89","1.92","916.25M","193.73M","980.29M","4.39 - 8.70"
"TEVA","Teva Pharmaceutical Industries Ltd ADR","8.395","8.010","8.200","9,028,200","0.030","","0.37","","","N/A","N/A","N/A","8.07","0.57","0.6","7.42B","1.02B","8.47B","7.94 - 13.30"
"TEX","Terex Corp","44.95","43.47","43.60","438,700","-0.48","","1.09","Capital Goods","Construction/Ag Equipment/Trucks","N/A","0.89","N/A","0.68","2.71","0.99","152.10M","89.30M","4.02B","33.88 - 55.60"
"TFC","Truist Financial Corp","59.43","58.22","58.66","5,124,500","0.66","","1.14","Finance","Closed-End Fund - Foreign","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","45.44 - 65.42"
"TFC-I","Truist Financial Corp [Tfc/Pi]","25.96","25.58","25.59","9,100","-0.15","","0.58","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.80 - 26.99"
"TFC-O","Truist Financial Corp [Tfc/Po]","27.52","27.36","27.41","36,900","-0.06","","0.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.72 - 28.55"
"TFC-R","Truist Financial Corp [Tfc/Pr]","26.08","25.95","26.07","52,400","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.94 - 27.67"
"TFII","Tfi International Inc","104.1","101.3","101.8","152,500","-2.9","","2.73","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","50.10 - 120.50"
"TFSA","Terra Income Fund VI 7.00% Notes Due","25.79","25.45","25.79","1,200","0.11","","0.43","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TFX","Teleflex Inc","323.1","317.8","317.8","368,300","-3.0","","0.93","Health Care","Medical/Dental Instruments","46.43","2.03","5.23","0.56","4.6","5.47","521.06M","45.02M","14.46B","289.00 - 449.38"
"TG","Tredegar Corp","11.84","11.22","11.22","253,100","-0.25","","2.18","Capital Goods","Metal Fabrications","10.42","N/A","1.87","2.28","1.77","0.72","77.41M","32.96M","374.43M","10.85 - 21.90"
"TGH","Textainer Group Holdings","34.53","33.18","33.25","251,100","-0.83","","2.44","Technology","Diversified Commercial Services","N/A","11.89","N/A","N/A","0.95","2.2","275.95M","56.69M","1.99B","17.40 - 41.24"
"TGH-A","Textainer Group Holdings Ltd","26.39","26.30","26.34","12,500","-0.06","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TGH-B","Textainer Group Holdings Ltd","25.48","25.40","25.48","5,100","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TGI","Triumph Group","17.32","16.51","16.60","778,800","-0.15","","0.90","Capital Goods","Aerospace","N/A","N/A","N/A","0.51","1.83","0.46","400.81M","49.68M","894.16M","10.53 - 24.53"
"TGNA","Tegna Inc","19.37","18.70","19.08","1,873,300","-0.19","","0.99","","","15.32","5.79","0.82","2.2","4.22","0.82","1.17B","215.48M","4.21B","13.05 - 22.09"
"TGP","Teekay Lng Partners LP","16.93","16.91","16.92","426,100","0.01","","0.06","Consumer Services","Marine Transportation","10.36","2.38","1.71","3.27","0.88","3.38","279.27M","79.66M","1.35B","10.97 - 17.24"
"TGP-A","Teekay Lng Partners LP [Tgp/Pa]","25.60","25.49","25.60","14,700","0.07","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.97 - 26.48"
"TGP-B","Teekay Lng Partners LP [Tgp/Pb]","26.25","26.10","26.12","11,000","-0.12","","0.44","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.75 - 27.89"
"TGS","Transportadora DE Gas Sa Ord B ADR","4.590","4.300","4.340","84,600","-0.140","","3.13","Public Utilities","Natural Gas Distribution","29.77","N/A","0.69","N/A","14.7","5.89","217.71M","159.01M","737.82M","4.05 - 6.09"
"TGT","Target Corp","236.2","230.9","235.3","3,363,800","1.1","","0.47","Consumer Services","Department/Specialty Retail Stores","12.18","N/A","4.95","3.96","3.05","0.49","7.14B","546.30M","130.12B","166.82 - 268.98"
"THC","Tenet Healthcare Corp","77.42","75.28","76.26","579,100","-0.11","","0.14","Health Care","Hospital/Nursing Management","N/A","1.2","N/A","N/A","3.47","0.07","2.07B","100.97M","7.66B","38.03 - 83.69"
"THG","The Hanover Insurance Group","133.9","130.4","130.9","245,800","-0.4","","0.31","Finance","Property-Casualty Insurers","21.33","N/A","4.62","2.02","1.42","0.84","342.30M","42.40M","5.62B","111.09 - 143.20"
"THO","Thor Industries","105.7","101.8","102.9","1,861,400","0.9","","0.89","Consumer Non-Durables","Homebuilding","19.04","3.87","7.09","1.1","4.44","0.97","658.07M","52.61M","5.35B","91.58 - 152.20"
"THQ","Tekla Healthcare Opportunities","24.09","23.88","24.02","42,000","0.04","","0.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19.69 - 25.92"
"THR","Thermon Group Holdings Inc","17.09","16.63","16.70","147,600","-0.13","","0.77","","","57.28","3.42","0.38","N/A","2.24","2.79","37.57M","32.40M","550.51M","14.56 - 22.61"
"THS","Treehouse Foods","40.34","39.51","40.32","290,400","0.84","","2.13","Consumer Non-Durables","Packaged Foods","N/A","2.4","N/A","N/A","1.49","0.59","653.60M","57.21M","2.27B","33.90 - 55.50"
"THW","Tekla World Healthcare Fund","16.35","16.20","16.23","81,000","-0.12","","0.73","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.29 - 17.92"
"TIMB","Tim S.A. ADR","11.56","11.31","11.42","599,800","-0.09","","0.78","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.81 - 14.85"
"TIN.U","Tiga Acquisition Corp Unit [Tinv.U]","10.56","10.53","10.53","9,300","0.11","","1.05","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.80 - 12.88"
"TIN.W","Tiga Acquisition Corp WT [Tinv/W]","0.8200","0.7300","0.7302","10,800","-0.0452","","5.83","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TINV","Tiga Acquisition Corp Cl A","10.12","10.12","10.12","2,100","-0.02","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TISI","Team Inc","1.280","1.170","1.190","385,000","-0.060","","4.80","","","N/A","N/A","N/A","N/A","0.7","0.3","20.93M","29.84M","39.39M","1.15 - 13.84"
"TIXT","Telus International [Cda] Inc","32.06","31.41","31.76","92,300","-0.23","","0.72","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TJX","TJX Companies","73.69","72.59","72.94","6,972,300","-0.19","","0.26","Consumer Services","Clothing/Shoe/Accessory Stores","19.97","1.61","3.53","1.75","10.01","1.34","4.51B","636.23M","47.55B","61.15 - 76.94"
"TK","Teekay Shipping Corp","3.220","3.150","3.160","467,300","-0.070","","2.17","Transportation","Marine Transportation","N/A","0.24","N/A","2.74","0.86","0.32","843.75M","86.26M","284.65M","2.10 - 4.17"
"TKC","Turkcell Iletisim Hizmetleri As ADR","3.775","3.650","3.730","654,700","0.010","","0.27","Public Utilities","Telecommunications Equipment","N/A","N/A","0.75","6.96","N/A","N/A","N/A","879.71M","3.18B","3.56 - 6.10"
"TKR","Timken Company","67.20","64.81","64.97","692,100","-1.50","","2.26","Capital Goods","Metal Fabrications","23.77","7.44","2.02","2.22","2.74","1.37","385.30M","77.87M","5.30B","64.66 - 92.39"
"TLG.U","Tlg Acquisition One Corp [Tlga.U]","9.960","9.900","9.960","28,100","0.050","","0.50","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TLG.W","Tlg Acquisition One Corp WT [Tlga/W]","0.5500","0.5150","0.5307","52,800","-0.0113","","2.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TLGA","Tlg Acquisition One Corp Cl A","9.760","9.740","9.760","62,600","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TLK","P.T. Telekomunikasi Indonesia Tbk ADR","28.48","28.09","28.20","120,700","0.05","","0.18","Public Utilities","Telecommunications Equipment","17.69","N/A","1.7","2.43","4.66","3.18","4.78B","990.69M","28.21B","20.44 - 29.17"
"TLYS","Tilly's Inc","15.10","14.50","14.93","262,400","0.23","","1.56","","","29.69","1.79","0.42","N/A","2.14","0.63","50.50M","28.82M","450.20M","7.85 - 17.80"
"TM","Toyota Motor Corp Ltd Ord ADR","182.4","179.2","180.8","431,100","4.7","","2.65","Capital Goods","Auto Manufacturing","10.81","N/A","11.49","3.18","1.12","0.71","32.84B","1.49B","271.23B","139.29 - 188.18"
"TMA.U","Music Acquisition Corp [Tmac.U]","10.000","10.000","10.000","200","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TMA.W","Music Acquisition Corp WT [Tmac/W]","0.6799","0.6201","0.6700","500","-0.0100","","1.47","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TMAC","The Music Acquisition Corp Cl A","9.730","9.690","9.730","2,300","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TME","Tencent Music Entertainment ADR","6.520","6.240","6.380","9,710,400","-0.050","","0.78","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.91 - 32.25"
"TMHC","Taylor Morrison Home Corp","34.32","33.58","33.88","731,400","-0.53","","1.54","","","13.9","0.89","1.66","N/A","1.24","0.45","344.81M","72.33M","2.53B","22.64 - 34.91"
"TMO","Thermo Fisher Scientific Inc","643.3","624.4","632.1","1,491,400","-13.9","","2.15","Capital Goods","Industrial Machinery/Components","33.52","1.76","5.74","0.3","3.49","4.07","4.81B","390.14M","250.67B","433.52 - 666.65"
"TMST","Timken Steel Corp","14.70","14.02","14.22","721,700","-0.08","","0.56","","","N/A","2.01","N/A","N/A","1.31","0.73","N/A","44.42M","655.26M","4.53 - 17.73"
"TMX","Terminix Global Hldgs Inc","48.69","43.45","44.15","11,540,100","6.74","","18.02","Public Utilities","Telecommunications Equipment","12.77","21.78","1.2","5.66","3.72","1.61","3.40B","901.50M","33.79B","36.30 - 55.00"
"TNC","Tennant Company","81.94","80.02","80.19","55,600","-1.29","","1.58","Technology","Industrial Machinery/Components","61.6","2.05","1.14","1.19","4.42","1.44","91.45M","17.83M","1.46B","66.52 - 87.40"
"TNET","Trinet Group Inc","96.19","93.20","93.74","209,800","-2.30","","2.39","","","23.45","1.17","1.49","N/A","26.5","0.76","205.56M","69.36M","6.68B","69.43 - 109.40"
"TNK","Teekay Tankers Ltd","11.32","10.97","11.11","242,200","-0.29","","2.54","Consumer Services","Marine Transportation","N/A","29.72","N/A","7.55","0.32","0.64","108.60M","179.20M","2.13B","10.08 - 16.09"
"TNL","Travel + Leisure Co.","50.27","48.53","48.92","744,000","-0.34","","0.69","Technology","Diversified Electronics","N/A","N/A","N/A","2.43","N/A","0.41","31.60M","41.02M","2.12B","2.70 - 6.09"
"TNP","Tsakos Energy Navigation Ltd","7.535","7.210","7.300","108,400","-0.200","","2.67","Transportation","Marine Transportation","23.05","2.5","0.2","4.44","0.25","0.74","201.85M","84.37M","669.90M","6.75 - 12.29"
"TNP-D","Tsakos Energy Navigation [Tnp/Pd]","23.65","23.45","23.48","10,000","-0.03","","0.11","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.53 - 25.19"
"TNP-E","Tsakos Energy Navigation [Tnp/Pe]","23.50","23.26","23.26","5,300","-0.24","","1.02","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.35 - 25.17"
"TNP-F","Tsakos Energy Navigation [Tnp/Pf]","23.89","23.76","23.76","19,000","-0.06","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.90 - 25.25"
"TOL","Toll Brothers Inc","71.32","69.32","70.16","2,852,800","-1.93","","2.68","Capital Goods","Homebuilding","16.97","1.05","2.68","0.71","1.62","1.27","534.39M","158.32M","11.81B","41.22 - 74.51"
"TOST","Toast Inc Cl A","35.38","33.03","34.00","2,661,500","-0.50","","1.45","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TPB","Turning Point Brands","36.32","35.27","35.45","202,300","-0.55","","1.53","","","11.28","N/A","1.59","N/A","8.14","1.4","48.54M","19.03M","690.37M","36.19 - 61.08"
"TPC","Tutor Perini Corp","12.80","12.27","12.31","256,600","-0.18","","1.44","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","14.16","1.24","2.03","N/A","0.87","0.28","252.14M","49.65M","639.03M","12.08 - 20.24"
"TPG.U","Tpg Pace Beneficial Fin Corp [Tpgy.U]","10.38","10.38","10.38","1,000","-0.06","","0.57","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.02 - 37.36"
"TPG.W","Tpg Pace Beneficial Fin Corp WT [Tpgy/W]","1.300","1.230","1.250","15,500","-0.055","","4.21","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.27 - 12.00"
"TPGS","Tpg Pace Solutions Corp Cl A","10.010","9.800","9.970","259,600","0.230","","2.36","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TPGY","Tpg Pace Beneficial Finance Corp Cl A","10.22","10.06","10.09","439,100","-0.07","","0.69","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.00 - 34.28"
"TPH","Tri Pointe Homes Inc","26.99","26.38","26.66","1,340,500","-0.54","","1.99","","","20.46","1.51","0.84","N/A","1.44","1.11","210.85M","151.48M","4.24B","16.59 - 27.87"
"TPL","Texas Pacific Land Trust","1,253","1,219","1,231","27,400","-14","","1.16","Finance","Real Estate","60.9","N/A","6.51","0.09","63.12","37.47","76.13M","7.85M","9.95B","676.00 - 1,773.95"
"TPR","Tapestry Inc","42.99","41.68","42.46","5,785,900","0.41","","0.98","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.23K","312.55K","27.66 - 49.67"
"TPTA","Terra Property Trust 6.00% Notes","24.80","24.50","24.69","2,700","-0.21","","0.84","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TPVG","Triplepoint Venture Growth Bdc","17.21","16.76","16.82","168,600","-0.32","","1.87","","","N/A","0.85","1.38","10.56","N/A","N/A","N/A","N/A","N/A","12.35 - 19.25"
"TPX","Tempur-Pedic International Inc","46.35","45.15","45.90","2,736,700","0.17","","0.37","Consumer Durables","Home Furnishings","18.39","1.08","3.55","N/A","164.33","1.2","445.50M","53.97M","2.42B","25.40 - 50.51"
"TPZ","Tortoise Power and Energy","12.87","12.62","12.77","28,800","-0.04","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.43 - 14.42"
"TR","Tootsie Roll Industries","39.20","37.97","38.06","364,500","-0.31","","0.81","Consumer Non-Durables","Specialty Foods","32.98","N/A","1.08","1.01","3.19","4.3","114.55M","63.19M","2.41B","29.16 - 58.98"
"TRA.U","Trine II Acquisition Corp Unit [Traq.U]","10.04","10.04","10.04","18,200","-0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRC","Tejon Ranch Company","18.41","18.03","18.12","45,600","0.04","","0.22","Finance","Real Estate","N/A","N/A","N/A","N/A","1.34","10.89","N/A","20.86M","381.41M","13.83 - 21.69"
"TRC.U","Twin Ridge Cap Acquisition Corp [Trca.U]","9.970","9.970","9.970","100","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRC.W","Twin Ridge Cap Acquisition Corp WT","0.7000","0.6600","0.6600","3,000","-0.0300","","4.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRCA","Twin Ridge Capital Acquisition Corp Cl A","9.730","9.730","9.730","400","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRE.U","Trebia Acquisition Corp Cl A [Treb.U]","10.38","10.38","10.38","200","-0.29","","2.74","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.10 - 12.87"
"TRE.W","Trebia Acquisition Corp WT [Treb/W]","1.430","1.350","1.385","21,900","-0.025","","1.77","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.05 - 2.98"
"TREB","Trebia Acquisition Corp Cl A","9.920","9.910","9.920","208,100","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.72 - 11.99"
"TREC","Trecora Resources","8.420","8.080","8.190","25,700","-0.090","","1.09","","","74.12","2.33","0.17","N/A","1.83","1.34","26.34M","24.30M","201.96M","6.26 - 9.38"
"TREX","Trex Company","138.0","135.0","136.8","525,500","-0.3","","0.23","Basic Industries","Forest Products","34.19","1.19","2.61","N/A","13.68","5.17","131.61M","29.39M","4.13B","76.56 - 140.98"
"TRGP","Targa Resources","51.61","50.07","50.40","1,148,400","-0.29","","0.57","Public Utilities","Natural Gas Distribution","N/A","N/A","N/A","8.95","1.36","1.15","1.02B","215.64M","11.26B","25.50 - 58.18"
"TRI","Thomson Reuters Corp","119.8","117.3","117.8","362,900","-2.1","","1.72","Consumer Services","Publishing","11.55","1.48","4.07","2.91","2.68","3.02","2.52B","714.80M","86.29B","78.04 - 123.60"
"TRI.U","Tristar Acquisition I Corp [Tris.U]","10.010","9.900","10.000","96,600","0.060","","0.60","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRI.W","Tristar Acquisition I Corp WT [Tris/W]","0.5599","0.4928","0.5198","4,600","-0.0402","","7.18","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRIS","Tristar Acquisition I Corp Cl A","9.740","9.690","9.710","84,900","-0.030","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRN","Trinity Industries","29.18","28.09","28.72","1,125,800","0.36","","1.27","Capital Goods","Railroads","19.72","2.56","1.63","1.65","1.21","1.19","858.50M","151.18M","4.28B","24.70 - 33.77"
"TRNO","Terreno Realty Corp","81.32","78.87","79.73","385,900","-1.95","","2.39","Finance","Real Estate","77.34","5.62","0.47","2.45","2.05","15.44","65.43M","52.10M","4.13B","53.97 - 80.78"
"TROX","Tronox Inc","22.85","22.09","22.50","1,137,800","0.51","","2.32","","","67.59","N/A","0.4","0.67","3.19","1.42","394.00M","119.02M","2.75B","12.78 - 26.33"
"TRP","Tc Energy Corp","45.85","45.48","45.66","2,004,400","-0.10","","0.22","Public Utilities","Natural Gas Distribution","47.64","4.77","1","4.3","2.41","3.57","5.38B","870.91M","39.73B","40.11 - 55.34"
"TRQ","Turquoise Hill Resources Ltd","16.60","16.01","16.19","818,100","-0.29","","1.76","","","50.5","38.25","0.06","N/A","0.7","6.9","159.41M","2.01B","29.39B","9.75 - 21.89"
"TRT-A","Triton Intl Ltd [Trtn/Pa]","27.44","27.24","27.42","1,500","-0.15","","0.54","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.80 - 28.99"
"TRT-B","Triton Intl Ltd [Trtn/Pb]","27.46","27.17","27.33","4,500","-0.04","","0.14","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.01 - 30.00"
"TRT-C","Triton Intl Ltd 7.375% [Trtn/Pc]","27.02","26.86","27.00","2,200","-0.13","","0.48","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.15 - 28.22"
"TRT-D","Triton Intl Ltd [Trtn/Pd]","26.86","26.50","26.71","15,400","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.35 - 27.84"
"TRT-E","Triton International Limited","26.00","25.98","25.99","3,700","-0.15","","0.57","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRT-P","Tpg Re Finance Trust Inc 6.25% Ser C","24.21","24.16","24.21","3,300","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRT.U","Tortoiseecofin Acquisition Corp III","9.999","9.999","9.999","100","-0.001","","0.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRT.W","Tortoiseecofin Acquisition Corp III WT","1.090","1.090","1.090","100","0.010","","0.93","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRTL","Tortoiseecofin Acquisition Corp III Cl A","9.670","9.660","9.670","82,700","-0.020","","0.21","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TRTN","Triton International Ltd","57.06","55.54","55.65","344,700","-0.99","","1.75","","","54.56","1.99","0.71","4.69","1.7","2.71","889.13M","74.46M","4.34B","44.76 - 63.88"
"TRTX","Tpg Re Finance Trust Inc","11.95","11.43","11.46","536,800","-0.39","","3.29","","","N/A","N/A","2.26","6.89","N/A","N/A","N/A","60.07M","733.49M","9.58 - 14.55"
"TRU","Transunion","116.3","113.1","114.1","672,300","-2.3","","2.01","Energy","Oil & Gas Production","46.26","2.23","1.16","N/A","6.79","5.16","636.70M","181.95M","21.18B","83.11 - 125.35"
"TRV","The Travelers Companies Inc","158.2","153.2","156.7","2,033,000","3.6","","2.32","Finance","Property-Casualty Insurers","13.05","N/A","10.04","2.18","1.53","1.29","4.86B","275.98M","42.57B","133.12 - 163.29"
"TS","Tenaris S.A. ADR","20.79","20.21","20.30","2,152,700","0.24","","1.20","Basic Industries","Steel/Iron Ore","47.57","0.59","0.56","3.14","1.36","3.48","777.43M","590.09M","12.06B","14.88 - 25.54"
"TSE","Trinseo S.A.","53.31","50.95","51.73","331,700","0.12","","0.23","","","9.98","1.57","7.06","2.01","5.58","0.76","477.25M","43.72M","2.34B","41.84 - 76.49"
"TSI","Tcw Strategic","5.740","5.680","5.735","63,800","0.035","","0.61","Finance","Closed-End Fund - Debt","N/A","N/A","0.26","N/A","N/A","N/A","N/A","N/A","N/A","5.45 - 5.96"
"TSLX","Tpg Specialty Lending Inc","22.91","22.48","22.50","343,700","-0.76","","3.27","","","N/A","3.55","2.47","7.59","N/A","N/A","N/A","N/A","N/A","20.15 - 24.74"
"TSM","Taiwan Semiconductor Manufacturing ADR","117.0","115.3","116.3","6,101,300","-0.1","","0.11","Technology","Semiconductors","18.86","1.27","2.23","2.75","4.78","6.61","20.86B","5.19B","617.81B","102.91 - 142.20"
"TSN","Tyson Foods","86.43","84.85","85.75","3,040,400","0.82","","0.97","Consumer Non-Durables","Meat/Poultry/Fish","14.98","1.73","4.74","1.26","2.59","0.7","3.78B","366.84M","30.85B","62.47 - 85.61"
"TSP.U","Tcw Special Purpose Acquisition [Tspq.U]","9.925","9.890","9.920","29,700","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TSP.W","Tcw Special Purpose Acquisition [Tspq/W]","0.7601","0.7001","0.7601","4,900","-0.0598","","7.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TSPQ","Tcw Special Purpose Acquisition Corp Cl","9.730","9.690","9.705","230,800","-0.025","","0.26","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TSQ","Townsquare Media Llc","12.64","12.03","12.64","42,700","0.12","","0.96","","","13.6","0.9","0.75","N/A","0.48","0.37","104.16M","18.48M","238.74M","6.45 - 15.33"
"TT","Trane Technologies Plc","202.6","197.4","199.8","1,575,900","-2.4","","1.21","Metal - Products - Fasteners","","32.46","1.48","1.4","36.63","16.42","1.19","835.40M","6.20K","1.26M","137.08 - 207.06"
"TTC","Toro Company","99.13","97.54","98.41","563,900","-0.05","","0.05","Capital Goods","Tools/Hardware","26.96","1.36","2.37","1.1","10.39","2.76","416.64M","107.77M","10.77B","89.24 - 118.13"
"TTE","Totalenergies Se ADR","49.65","49.02","49.24","3,222,100","-0.08","","0.16","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TTI","Tetra Technologies","2.515","2.380","2.430","983,000","0.000","","0.00","Energy","Oil & Gas Production","N/A","0.2","N/A","N/A","1.35","0.42","84.62M","115.90M","297.85M","0.72 - 4.49"
"TTM","Tata Motors Ltd ADR","31.97","31.41","31.69","1,904,900","-0.26","","0.81","Capital Goods","Auto Manufacturing","20.16","N/A","1.62","N/A","2.62","0.54","4.01B","679.18M","22.24B","11.01 - 35.38"
"TTP","Tortoise Pipeline & Energy Fund","22.58","22.12","22.13","9,200","-0.41","","1.82","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","16.05 - 26.67"
"TU","Telus Corp","22.90","22.59","22.72","915,500","-0.13","","0.57","Public Utilities","Telecommunications Equipment","21.16","4.41","1.72","4.31","3.15","2.04","3.37B","594.01M","13.73B","19.38 - 23.73"
"TUFN","Tufin Software Technologies Ltd","8.640","8.200","8.340","306,800","-0.340","","3.92","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7.50 - 20.11"
"TUP","Tupperware Corp","14.68","13.96","14.03","509,500","-0.34","","2.37","Consumer Non-Durables","Plastic Products","19.73","1.08","3.09","4.43","13.36","1.39","392.60M","50.82M","784.15M","14.95 - 38.59"
"TUYA","Tuya Inc ADR","6.690","6.150","6.450","1,702,900","0.050","","0.78","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
