"","code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"2646","PIA.W","Prime Impact Acquisition I [Piai/W]","0.6900","0.6900","0.6900","1,800","0.0000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.62 - 2.00"
"2647","PIAI","Prime Impact Acquisition I Cl A","9.820","9.820","9.820","311","-0.030","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.60 - 10.98"
"2648","PIC.U","Pivotal Invt Corp III [Picc.U]","9.940","9.920","9.940","800","-0.040","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.38 - 19.74"
"2649","PIC.W","Pivotal Invt Corp III WT [Picc/W]","0.8700","0.8700","0.8700","10,343","-0.0300","","3.33","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.40 - 5.60"
"2650","PICC","Pivotal Investment Corp III Cl A","9.800","9.750","9.770","107,200","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2651","PII","Polaris Industries Inc","109.2","105.5","106.4","433,307","-1.7","","1.57","Capital Goods","Industrial Specialties","49.73","1.41","2.39","1.91","8.89","1.52","526.01M","62.57M","6.66B","92.58 - 147.73"
"2652","PIM","Putnam Master Intermediate Income","3.930","3.910","3.910","113,844","-0.010","","0.26","Finance","Closed-End Fund - Debt","N/A","N/A","0.62","N/A","N/A","N/A","N/A","N/A","N/A","3.88 - 4.47"
"2653","PINE","Alpine Income Property Trust Inc","19.08","18.76","19.00","129,268","0.49","","2.65","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.77 - 20.75"
"2654","PING","Ping Identity Holding Corp","23.25","22.23","23.20","1,393,349","0.36","","1.58","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.70 - 37.23"
"2655","PINS","Pinterest Inc","39.33","36.70","37.26","7,214,610","-1.49","","3.85","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34.56 - 89.90"
"2656","PIP.U","Pine Island Acquisition Corp [Pipp.U]","10.55","10.45","10.55","642","0.04","","0.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.83 - 16.07"
"2657","PIP.W","Pine Island Acquisition Corp [Pipp/W]","1.250","1.110","1.210","66,120","-0.025","","2.02","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.71 - 4.00"
"2658","PIPP","Pine Island Acquisition Corp Cl A","10.19","10.07","10.10","170,144","-0.03","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.68 - 14.94"
"2659","PIPR","Piper Jaffray Companies","170.1","165.0","166.2","81,683","-2.4","","1.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","90.84 - 193.60"
"2660","PJT","Pjt Partners Inc Cl A","72.88","70.65","71.32","260,884","-1.02","","1.41","Finance","Finance: Consumer Services","N/A","1.59","N/A","0.51","N/A","1.39","N/A","18.52M","1.32B","64.81 - 89.50"
"2661","PK","Park Hotels & Resorts Inc","19.17","18.25","18.36","3,178,406","-0.39","","2.08","","","2.44","0.53","11.67","6.02","1.01","2.21","732.00M","214.94M","3.95B","15.77 - 24.67"
"2662","PKE","Park Electrochemical Corp","13.66","13.34","13.39","78,017","-0.20","","1.47","Technology","Electrical Products","61.29","2.36","0.31","2.14","2.09","3.41","12.43M","20.24M","270.97M","12.73 - 16.20"
"2663","PKG","Packaging Corp of America","130.0","128.0","128.2","713,241","-1.1","","0.81","Consumer Durables","Containers/Packaging","22.53","1.87","5.19","2.13","5.82","1.83","1.22B","93.65M","12.00B","127.06 - 156.54"
"2664","PKI","Perkinelmer","188.9","185.7","187.8","917,251","0.4","","0.19","Capital Goods","Biotechnology: Laboratory Analytical Instruments","21.93","2.47","3.32","0.39","3.26","3.71","416.05M","110.15M","20.68B","119.95 - 192.63"
"2665","PKO","Pimco Income Opportunity Fund","23.91","23.70","23.77","50,778","-0.09","","0.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.65 - 27.98"
"2666","PKX","Posco ADR","60.28","59.60","60.07","147,995","-1.68","","2.72","Basic Industries","Steel/Iron Ore","13.41","9.5","5.62","2.86","0.61","0.46","6.18B","319.98M","19.22B","54.40 - 92.19"
"2667","PL","Planet Labs Pbc","10.330","9.230","9.470","2,671,273","-0.340","","3.47","Finance","Life Insurance","13.23","1.53","5.289","1.32","1.17","1.31","568.80M","79.29M","750.83M","48.68 - 70.03"
"2668","PL.W","Planet Labs Pbc WT","3.170","2.600","2.600","318,035","-0.370","","12.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2669","PLAN","Anaplan Inc","47.48","45.74","45.86","2,384,915","-0.50","","1.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","39.92 - 86.17"
"2670","PLD","Prologis Inc","159.8","157.1","159.1","2,022,261","1.5","","0.96","Consumer Services","Real Estate Investment Trusts","19.39","N/A","3.34","2.74","2.29","12.61","1.89B","554.18M","88.16B","93.08 - 161.11"
"2671","PLNT","Planet Fitness","88.55","86.04","87.91","784,919","0.09","","0.10","","","44.66","1.84","0.58","N/A","N/A","5.53","164.50M","85.71M","7.54B","67.89 - 99.60"
"2672","PLOW","Douglas Dynamics","40.78","40.17","40.47","73,366","0.41","","1.02","Capital Goods","Construction/Ag Equipment/Trucks","33.73","1.87","1.26","2.29","4.27","2.04","86.94M","22.59M","914.22M","34.99 - 51.44"
"2673","PLTR","Palantir Technologies Inc Cl A","19.58","18.70","18.94","27,482,425","-0.27","","1.41","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.06 - 45.00"
"2674","PLYM","Plymouth Industrial REIT Inc","30.24","29.49","29.63","230,563","-0.37","","1.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.22 - 30.90"
"2675","PM","Philip Morris International Inc","90.57","89.85","90.04","4,874,146","0.54","","0.60","Consumer Non-Durables","Farming/Seeds/Milling","23.47","2.3","4.51","4","N/A","6.17","11.50B","1.55B","139.84B","78.34 - 106.51"
"2676","PMF","Pimco Muni","14.85","14.70","14.84","19,598","0.00","","0.00","Finance","Closed-End Fund - Debt","N/A","N/A","0.15","N/A","N/A","N/A","N/A","N/A","N/A","13.48 - 15.50"
"2677","PML","Pimco Muni II","14.85","14.67","14.71","69,104","-0.12","","0.81","Finance","Closed-End Fund - Debt","N/A","N/A","0.19","N/A","N/A","N/A","N/A","N/A","N/A","13.55 - 15.35"
"2678","PMM","Putnam Managed Muni Income Trust","8.460","8.400","8.410","34,351","0.000","","0.00","Finance","Closed-End Fund - Debt","N/A","N/A","0.57","N/A","N/A","N/A","N/A","N/A","N/A","7.80 - 8.92"
"2679","PMO","Putnam Muni Opportunities Trust","13.84","13.77","13.82","33,591","0.05","","0.36","Finance","Closed-End Fund - Debt","N/A","N/A","0.93","N/A","N/A","N/A","N/A","N/A","N/A","13.10 - 14.86"
"2680","PMT","Pennymac Mortgage Investment Trust","18.41","18.06","18.14","755,753","-0.11","","0.60","Consumer Services","Real Estate Investment Trusts","9.64","2.08","1.67","11.74","0.74","3.36","N/A","67.00M","1.22B","16.86 - 21.53"
"2681","PMT-A","Pennymac Mtg Invt TR [Pmt/Pa]","25.90","25.80","25.81","6,128","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.55 - 27.03"
"2682","PMT-B","Pennymac Mtg Invt TR [Pmt/Pb]","25.97","25.58","25.65","10,956","-0.29","","1.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.09 - 27.58"
"2683","PMT-C","Penny Mac Mortgage Investment Trust","25.10","24.91","25.07","21,718","0.10","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2684","PMV.U","Pmv Consumer Acquisition Corp WT","10.22","10.17","10.17","18,322","-0.06","","0.59","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.97 - 11.70"
"2685","PMV.W","Pmv Consumer Acquisition Corp WT","0.7800","0.7000","0.7000","6,104","-0.1200","","14.63","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.51 - 1.94"
"2686","PMVC","Pmv Consumer Acquisition Corp Cl A","9.850","9.840","9.840","12,615","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.63 - 10.60"
"2687","PMX","Pimco Muni Income Fund III","12.82","12.63","12.82","38,396","0.08","","0.63","Finance","Closed-End Fund - Foreign","N/A","N/A","0.28","N/A","N/A","N/A","N/A","N/A","N/A","11.46 - 13.30"
"2688","PNC","PNC Bank","204.8","199.6","201.6","1,233,976","0.8","","0.41","Finance","Major Banks","16.9","1.59","8.18","2.18","1.41","4.22","N/A","476.01M","95.94B","139.30 - 217.60"
"2689","PNC-P","PNC Financial Services Group [Pnc/Pp]","25.62","25.59","25.60","116,100","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.49 - 27.10"
"2690","PNF","Pimco New York Muni","12.01","11.85","12.00","4,683","0.05","","0.42","Finance","Closed-End Fund - Debt","N/A","N/A","0.2","N/A","N/A","N/A","N/A","N/A","N/A","11.40 - 13.41"
"2691","PNI","Pimco New York Muni II","11.35","11.21","11.25","8,573","-0.03","","0.27","Finance","Closed-End Fund - Foreign","N/A","N/A","0.09","N/A","N/A","N/A","N/A","N/A","N/A","10.48 - 12.19"
"2692","PNM","PNM Resources Inc","45.73","44.95","45.56","2,369,821","0.62","","1.38","Public Utilities","Electric Utilities: Central","24.86","3.8","1.74","2.3","1.93","2.34","569.83M","79.54M","3.62B","43.91 - 50.11"
"2693","PNR","Pentair Ltd","75.48","73.52","75.22","993,446","1.82","","2.48","Technology","Industrial Machinery/Components","20.64","1.81","3.4","1.94","2.63","2.66","934.30M","181.52M","13.65B","50.54 - 80.40"
"2694","PNT.U","Pontem Corp Unit [Pntm.U]","10.06","10.04","10.04","4,390","0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2695","PNT.W","Pontem Corp WT [Pntm/W]","0.8300","0.7700","0.8100","86,901","-0.0250","","2.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2696","PNTM","Pontem Corp Cl A","9.800","9.770","9.770","4,568","-0.030","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2697","PNW","Pinnacle West Capital Corp","67.23","66.11","66.28","884,448","-0.44","","0.66","Public Utilities","Electric Utilities: Central","19.64","3.78","4.53","3.15","2.02","2.79","1.53B","111.57M","7.40B","62.78 - 88.54"
"2698","POLY","Plantronics","29.49","28.48","28.65","265,731","-0.31","","1.07","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2699","PON.U","Angel Pond Holdings Corp [Pond.U]","10.05","10.05","10.05","100","0.10","","1.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2700","PON.W","Angel Pond Holdings Corp WT [Pond/W]","0.8400","0.8200","0.8400","2,500","0.0100","","1.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2701","POND","Angel Pond Holdings Corp Cl A","9.740","9.710","9.740","363","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2702","POR","Portland General Electric Company","51.29","50.67","50.77","631,141","0.11","","0.22","Public Utilities","Electric Utilities: Central","21.28","5.12","2.24","2.96","1.71","2.06","687.00M","89.15M","4.53B","40.14 - 52.47"
"2703","POST","Post Holdings Inc","102.9","101.1","102.1","259,572","1.4","","1.38","","","N/A","1.79","N/A","N/A","1.98","1.08","891.40M","66.17M","6.76B","91.80 - 117.91"
"2704","PPG","PPG Industries","165.7","162.9","163.4","1,095,373","-0.7","","0.41","Basic Industries","Paints/Coatings","31.03","2.09","3.8","1.52","5.41","2.05","2.56B","256.51M","41.91B","132.10 - 182.97"
"2705","PPL","PPL Corp","28.78","28.57","28.73","4,256,552","0.13","","0.45","Public Utilities","Electric Utilities: Central","15.8","N/A","2.39","4.19","2.46","3.49","4.04B","685.83M","19.70B","26.15 - 30.72"
"2706","PPT","Putnam Premier Income Trust","4.370","4.340","4.350","252,829","-0.010","","0.23","Finance","Closed-End Fund - Debt","N/A","N/A","0.65","N/A","N/A","N/A","N/A","N/A","N/A","4.31 - 4.89"
"2707","PRA","Pro-Assurance Corp","24.03","23.63","23.98","140,812","0.31","","1.31","Finance","Property-Casualty Insurers","20.11","1.02","2.8","2.19","1.64","3.39","212.38M","53.46M","1.28B","17.27 - 29.15"
"2708","PRB.U","Parabellum Acquisition Corp [Prbm.U]","10.37","10.15","10.15","7,437","-0.03","","0.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2709","PRB.W","Parabellum Acquisition Corp WT [Prbm/W]","0.5200","0.5000","0.5000","3,560","0.0248","","5.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2710","PRBM","Parabellum Acquisition Corp Cl A","9.810","9.770","9.780","6,511","0.002","","0.02","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2711","PRE-J","Partnerre Ltd","26.32","26.10","26.25","6,276","0.05","","0.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2712","PRG","Prog Hldgs Inc","43.44","40.95","43.41","1,072,911","1.32","","3.14","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","39.94 - 60.50"
"2713","PRGO","Perrigo Company","37.12","36.11","36.53","1,272,808","-0.12","","0.33","","","N/A","2.33","N/A","0.74","1.96","2.37","1.10B","142.63M","5.21B","35.34 - 50.90"
"2714","PRI","Primerica Inc","152.3","150.2","152.2","131,379","2.0","","1.31","Finance","Life Insurance","18.1","1.04","4.91","0.92","3.09","2.42","411.75M","44.91M","6.83B","128.84 - 179.51"
"2715","PRI-D","Priority Income Fund Inc [Prif/Pd]","25.79","25.79","25.79","1,100","0.23","","0.90","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.00 - 26.44"
"2716","PRI-F","Priority Income Fund Inc [Prif/Pf]","25.43","25.43","25.43","100","0.22","","0.87","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.99 - 28.77"
"2717","PRI-G","Priority Income Fund Inc [Prif/Pg]","25.79","25.56","25.76","4,945","0.36","","1.41","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2718","PRI-H","Priority Income Fund Inc","25.29","25.25","25.29","600","0.07","","0.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2719","PRI-I","Priority Income Fd","25.24","25.20","25.23","1,416","0.00","","0.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2720","PRI-J","Priority Income Fund Inc","25.25","24.95","25.16","17,222","0.05","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2721","PRI-K","Priority Income Fund Inc","24.94","24.78","24.90","18,218","0.07","","0.26","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2722","PRLB","Proto Labs Inc","52.29","49.26","49.56","320,838","-1.34","","2.63","","","50.81","2.12","1.72","N/A","5.74","7.55","85.30M","26.66M","1.32B","47.57 - 286.57"
"2723","PRM","Perimeter Solutions Sa","11.80","11.25","11.77","3,129,187","0.02","","0.17","Consumer Services","Newspapers/Magazines","15.04","1.34","0.472","3.94","N/A","1.39","68.00M","44.57M","524.59M","2.52 - 5.52"
"2724","PRMW","Primo Water Corp","17.18","16.90","17.02","551,921","-0.03","","0.18","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.20 - 20.12"
"2725","PRO","Pros Holdings","34.12","32.85","33.19","220,644","-0.15","","0.45","Technology","EDP Services","N/A","N/A","N/A","N/A","N/A","4.95","N/A","31.79M","1.06B","23.08 - 51.83"
"2726","PRP.S","CC Neuberger Principal Holdings III","10.04","10.00","10.04","1,118","0.01","","0.07","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2727","PRP.T","CC Neuberger Principal Holdings III WT","1.250","1.140","1.250","2,960","0.045","","3.73","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2728","PRP.U","CC Neuberger Principal Holdings II","10.25","10.18","10.18","292,718","0.03","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.95 - 11.84"
"2729","PRP.W","CC Neuberger Principal Holdings II WT","1.370","1.250","1.320","3,741,861","0.220","","20.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.90 - 2.91"
"2730","PRPB","CC Neuberger Principal Holdings II Cl A","9.930","9.840","9.880","13,279,200","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.71 - 11.37"
"2731","PRPC","CC Neuberger Principal Holdings III Cl A","9.840","9.770","9.800","7,215","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2732","PRS","Prudential Financial Inc 5.625% Junior","26.57","26.44","26.50","22,295","-0.05","","0.19","Finance","Investment Bankers/Brokers/Service","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.08 - 28.60"
"2733","PRT","Permrock Royalty Trust Trust Units","7.020","6.830","7.020","25,958","0.140","","2.03","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.52 - 8.00"
"2734","PRTY","Party City Holdco Inc","6.260","5.880","5.960","1,132,566","-0.090","","1.49","","","12.14","0.83","0.97","N/A","1.35","0.61","364.88M","119.15M","710.13M","5.13 - 11.06"
"2735","PRU","Prudential Financial Inc","107.9","106.3","107.0","1,350,009","0.5","","0.48","Finance","Life Insurance","12.51","1.38","8.96","2.68","0.99","0.81","7.12B","426.98M","45.70B","74.58 - 115.52"
"2736","PSA","Public Storage","348.5","342.5","348.0","659,217","5.7","","1.67","Consumer Services","Real Estate Investment Trusts","29.51","5.48","7.01","3.92","7.16","13.18","1.93B","174.00M","60.55B","212.22 - 344.98"
"2737","PSA-E","Public Storage [Psa/Pe]","25.28","25.25","25.26","13,444","-0.03","","0.12","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.08 - 26.19"
"2738","PSA-F","Public Storage [Psa/Pf]","25.64","25.52","25.62","10,875","0.07","","0.25","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.27 - 27.05"
"2739","PSA-G","Public Storage [Psa/Pg]","25.60","25.52","25.54","9,461","-0.07","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.37 - 27.35"
"2740","PSA-H","Public Storage [Psa/Ph]","27.34","27.07","27.09","8,423","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.92 - 29.00"
"2741","PSA-I","Public Storage [Psa/Pi]","26.69","26.33","26.46","14,322","-0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.96 - 28.31"
"2742","PSA-J","Public Storage [Psa/Pj]","26.19","25.96","26.10","5,572","0.06","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.34 - 28.23"
"2743","PSA-K","Public Storage [Psa/Pk]","26.10","25.99","26.00","4,863","-0.07","","0.27","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.81 - 28.58"
"2744","PSA-L","Public Storage [Psa/Pl]","26.57","26.22","26.23","16,222","-0.18","","0.68","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.12 - 28.20"
"2745","PSA-M","Public Storage","25.74","25.52","25.58","5,730","-0.03","","0.12","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.63 - 27.15"
"2746","PSA-N","Public Storage","25.00","24.91","24.91","9,803","-0.05","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.18 - 26.19"
"2747","PSA-O","Public Storage [Psa/Po]","24.97","24.86","24.86","8,074","-0.11","","0.44","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.42 - 26.59"
"2748","PSA-P","Public Storage","25.11","24.95","25.00","29,884","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.63 - 26.63"
"2749","PSA-Q","Public Storage","25.00","24.90","24.99","8,407","-0.01","","0.04","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.04 - 27.00"
"2750","PSA-R","Public Storage","24.95","24.87","24.92","47,189","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.08 - 26.29"
"2751","PSB","Business Parks","178.6","175.3","177.2","94,922","0.5","","0.31","Consumer Services","Real Estate Investment Trusts","43.94","N/A","3.06","2.55","4.89","9.17","261.16M","27.20M","4.82B","127.50 - 181.89"
"2752","PSB-X","PS Business Parks Inc Calif [Psb/Px]","25.93","25.80","25.85","4,566","0.03","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.29 - 26.97"
"2753","PSB-Y","PS Business Parks Inc Calif [Psb/Py]","26.02","25.90","26.01","3,742","0.18","","0.70","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.29 - 27.13"
"2754","PSB-Z","PS Business Parks Inc Calif [Psb/Pz]","27.02","26.77","26.82","13,602","-0.05","","0.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.15 - 28.22"
"2755","PSE-A","Prospect Capital Corp","21.71","21.53","21.61","38,912","-0.02","","0.09","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2756","PSF","Cohen & Steers Preferred Fund","27.60","27.34","27.44","29,118","-0.07","","0.25","","","N/A","N/A","N/A","7.32","N/A","N/A","N/A","N/A","N/A","26.29 - 32.50"
"2757","PSF.W","Paysafe Ltd WT [Psfe/W]","0.8000","0.6700","0.7000","336,736","-0.0600","","7.89","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2758","PSFE","Paysafe Ltd","4.160","3.920","3.980","8,213,827","-0.050","","1.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2759","PSN","Parsons Corp","34.30","33.60","34.24","230,106","0.48","","1.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.86 - 45.01"
"2760","PSO","Pearson Plc ADR","8.060","7.970","8.040","423,763","0.120","","1.52","Consumer Services","Books","N/A","N/A","N/A","5.18","1.47","1.23","1.08B","814.78M","6.55B","7.77 - 12.39"
"2761","PSP.U","Post Hldgs Partnering Corp [Pspc.U]","10.22","9.96","10.17","2,719","0.14","","1.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2762","PSP.W","Post Holdings Partnering Corp WT","1.100","1.040","1.040","35,491","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2763","PSPC","Post Holdings Partnering Corp Series A","9.760","9.720","9.760","9,964","0.007","","0.07","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2764","PST.W","Pershing Square Tontine Hldgs WT","1.540","1.420","1.490","169,702","0.070","","4.93","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.73 - 17.80"
"2765","PSTG","Pure Storage Inc","33.14","32.14","32.46","3,465,873","0.02","","0.06","","","N/A","N/A","N/A","N/A","7.78","4.17","N/A","211.21M","6.86B","16.79 - 33.78"
"2766","PSTH","Pershing Square Tontine Holdings","19.99","19.85","19.86","1,364,095","-0.08","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19.54 - 34.10"
"2767","PSTL","Postal Realty Trust Cl A","17.96","17.59","17.76","118,452","-0.07","","0.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","15.25 - 21.27"
"2768","PSX","Phillips 66","73.21","71.32","72.52","2,244,944","0.22","","0.30","","","27.53","N/A","3.34","3.07","2.09","0.59","2.21B","511.47M","37.09B","63.19 - 94.34"
"2769","PSXP","Phillips 66 Partners LP","36.50","35.65","36.19","850,935","0.15","","0.42","","","21.16","1.39","2.42","5.19","2.25","7.04","461.00M","110.48M","4.00B","24.21 - 42.17"
"2770","PTA","Cohen & Steers Tax-Advantaged Preferred","23.73","23.47","23.51","437,443","-0.05","","0.21","Finance","Accident & Health Insurance","N/A","N/A","N/A","N/A","N/A","0.35","N/A","23.27K","546.98K","23.36 - 26.25"
"2771","PTR","Petrochina Company Ltd ADR","45.71","45.06","45.64","117,573","0.21","","0.46","Energy","Oil & Gas Production","40.18","0.36","1.6","2.5","0.63","0.41","44.65B","1.83B","83.53B","29.90 - 54.50"
"2772","PTY","Pimco Corporate Opportunity Fund","17.86","17.50","17.54","421,065","-0.36","","2.01","Finance","Closed-End Fund - Debt","N/A","N/A","2.774","N/A","N/A","N/A","N/A","N/A","N/A","17.42 - 21.66"
"2773","PUK","Prudential Public Ltd Company ADR","34.83","34.18","34.38","521,488","-0.29","","0.84","Finance","Life Insurance","17.33","N/A","2.82","N/A","3.1","0.6","6.57B","1.29B","44.25B","31.74 - 44.99"
"2774","PUK-A","Prudential [Puk/Pa]","25.11","25.04","25.05","26,952","-0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.02 - 28.98"
"2775","PUK.P","Prudential Plc ADR [Puk/I]","25.40","25.38","25.39","17,748","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.34 - 41.25"
"2776","PUMP","Propetro Holding Corp","9.080","8.690","9.020","506,982","0.240","","2.73","","","N/A","N/A","N/A","N/A","3.06","1.74","51.36M","82.82M","747.00M","6.39 - 13.99"
"2777","PV","Primavera Capital Acquisition Corp Cl A","9.740","9.740","9.740","520","-0.010","","0.10","Industrial Goods","Diversified Machinery","17.7","N/A","5.29","3.57","4.62","3.32","68.50M","8.69K","84.64K","0.00 - 0.00"
"2778","PV.U","Primavera Capital Acquisition Corp","10.10","10.09","10.09","6,900","-0.04","","0.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
